SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
2635,thrasonic,"Jason was said to be [thrasonic], but that was not my impression of him.","Jason was said to be XXXXX, but that was not my impression of him.",NA,NA,NA
2636,thrasonic,The judges thought that one of the contestants was particularly [thrasonic].,The judges thought that one of the contestants was particularly XXXXX.,NA,NA,NA
2637,thrasonic,I was surprised to learn that people thought I was [thrasonic].,I was surprised to learn that people thought I was XXXXX.,NA,NA,NA
2638,thrasonic,Jim had never met anybody who was that [thrasonic] before.,Jim had never met anybody who was that XXXXX before.,NA,NA,NA
2639,torvous,It's easier to make friends if you are friendly instead of being [torvous].,It's easier to make friends if you are friendly instead of being XXXXX.,85,NA,NA
2640,torvous,The old man was so [torvous] to the children that they were afraid of him.,The old man was so XXXXX to the children that they were afraid of him.,4424,NA,NA
2641,torvous,"People said Ross was [torvous], but he was really just shy and serious.","People said Ross was XXXXX, but he was really just shy and serious.",NA,NA,NA
2642,torvous,"Shawn had a [torvous] boss, so he was always on his best behavior.","Shawn had a(n) XXXXX boss, so he was always on his best behavior.",NA,NA,NA
2643,torvous,The [torvous] boss never seemed pleased enough with the quality of work.,The XXXXX boss never seemed pleased enough with the quality of work.,NA,NA,NA
2644,torvous,"Penny's father was [torvous], so she didn't want to disappoint him.","Penny's father was XXXXX, so she didn't want to disappoint him.",NA,NA,NA
2645,torvous,I do not think that anyone in this group is very [torvous].,I do not think that anyone in this group is very XXXXX.,73,NA,NA
2646,torvous,The nurse who worked the night shift was more [torvous] than the daytime nurse.,The nurse who worked the night shift was more XXXXX than the daytime nurse.,74,NA,NA
2647,torvous,The lady that we saw yesterday was not the [torvous] one we met earlier.,The lady that we saw yesterday was not the XXXXX one we met earlier.,4559,NA,NA
2648,torvous,The [torvous] salesperson finished the sale with the last customer.,The XXXXX salesperson finished the sale with the last customer.,NA,NA,NA
2649,torvous,"Ian knew many [torvous] people, but was not one himself.","Ian knew many XXXXX people, but was not one himself.",NA,NA,NA
2650,torvous,The [torvous] person that we met with yesterday is not here today.,The XXXXX person that we met with yesterday is not here today.,NA,NA,NA
2651,vafrous,"The wolf was very [vafrous], and he tricked the pigs into believing him.","The wolf was very XXXXX, and he tricked the pigs into believing him.",NA,NA,NA
2652,vafrous,I worried that John would trick me because he was very [vafrous].,I worried that John would trick me because he was very XXXXX.,69,NA,NA
2653,vafrous,The trickster was [vafrous] and wore regular clothes to blend in.,The trickster was XXXXX and wore regular clothes to blend in.,NA,NA,NA
2654,vafrous,The [vafrous] fox silently crept towards the innocent bird.,The XXXXX fox silently crept towards the innocent bird.,NA,NA,NA
2655,vafrous,She did not trust him because he seemed [vafrous] and unpredictable.,She did not trust him because he seemed XXXXX and unpredictable.,4530,NA,NA
2656,vafrous,The [vafrous] girl passed my house on her way to school.,The XXXXX girl passed my house on her way to school.,NA,NA,NA
2657,vafrous,Wild animals are often [vafrous] when they are hunting for food.,Wild animals are often XXXXX when they are hunting for food.,NA,NA,NA
2658,vafrous,John's picture in this morning's paper made him look [vafrous].,John's picture in this morning's paper made him look XXXXX.,4505,NA,NA
2659,vafrous,The [vafrous] boy moved to a different school last year.,The XXXXX boy moved to a different school last year.,NA,NA,NA
2660,vafrous,I get the feeling that my new neighbor is [vafrous] but I'm not sure.,I get the feeling that my new neighbor is XXXXX but I'm not sure.,57,NA,NA
2661,vafrous,Our [vafrous] dog is staying with our neighbor while we are away.,Our XXXXX dog is staying with our neighbor while we are away.,NA,NA,NA
2662,vagient,The parents woke up to quiet the [vagient] baby.,The parents woke up to quiet the XXXXX baby.,NA,NA,NA
2663,vagient,He hoped that an apology would stop the [vagient] girl's tears.,He hoped that an apology would stop the XXXXX girl's tears.,NA,NA,NA
2664,vagient,"We could not see the [vagient] lady's tears, but we could hear her.","We could not see the XXXXX lady's tears, but we could hear her.",NA,NA,NA
2665,vagient,"He tried to silence the [vagient] girl, but her sobs just grew louder.","He tried to silence the XXXXX girl, but her sobs just grew louder.",NA,NA,NA
2666,vagient,"If someone is [vagient], give them a tissue for their tears.","If someone is XXXXX, give them a tissue for their tears.",NA,NA,NA
2667,vagient,She was [vagient] until her mother came to soothe her.,She was XXXXX until her mother came to soothe her.,NA,NA,NA
2668,vagient,The [vagient] woman spent her afternoon in a small cafe} by herself.,The XXXXX woman spent her afternoon in a small cafe} by herself.,NA,NA,NA
2669,vagient,The actor thought that the [vagient] scene could use some work.,The actor thought that the XXXXX scene could use some work.,NA,NA,NA
2670,vagient,There was a [vagient] group of people attending the meeting.,There was a(n) XXXXX group of people attending the meeting.,NA,NA,NA
2671,vagient,The [vagient] girl took a bus to school the next day.,The XXXXX girl took a bus to school the next day.,NA,NA,NA
2672,vagient,We saw a [vagient] boy at the grocery store yesterday.,We saw a(n) XXXXX boy at the grocery store yesterday.,NA,NA,NA
2673,vagient,We finally met the [vagient] woman from next door.,We finally met the XXXXX woman from next door.,NA,NA,NA
2674,verecund,The [verecund] boy was scared to raise his hand in class.,The XXXXX boy was scared to raise his hand in class.,NA,NA,NA
2675,verecund,"We tried to make her giggle, but the [verecund] child hid behind her mom.","We tried to make her giggle, but the XXXXX child hid behind her mom.",NA,NA,NA
2676,verecund,They left the room so the [verecund] child would come out.,They left the room so the XXXXX child would come out.,NA,NA,NA
2677,verecund,"Wild animals are often [verecund] and scared, and run away from people.","Wild animals are often XXXXX and scared, and run away from people.",NA,NA,NA
2678,verecund,He was [verecund] and therefore felt awkward around new people.,He was XXXXX and therefore felt awkward around new people.,NA,NA,NA
2679,verecund,I think my neighbor might be [verecund] but I am not sure.,I think my neighbor might be XXXXX but I am not sure.,91,NA,NA
2680,verecund,"We thought that Brian was becoming less [verecund], but we were wrong.","We thought that Brian was becoming less XXXXX, but we were wrong.",92,NA,NA
2681,verecund,Tom looked up as the [verecund] girl entered the room.,Tom looked up as the XXXXX girl entered the room.,4580,NA,NA
2682,verecund,There was a [verecund] girl at the dance the other night.,There was a(n) XXXXX girl at the dance the other night.,NA,NA,NA
2683,verecund,Sometimes I appear to be more [verecund] than I really am.,Sometimes I appear to be more XXXXX than I really am.,94,NA,NA
2684,verecund,Daniel was more [verecund] when he was at school than at home.,Daniel was more XXXXX when he was at school than at home.,NA,NA,NA
2685,wanion,The gambler suffered from a lot of [wanion] and lost all his money.,The gambler suffered from a lot of XXXXX and lost all his money.,NA,NA,NA
2686,wanion,I think I've got [wanion] because I haven't won anything in years.,I think I've got XXXXX because I haven't won anything in years.,NA,NA,NA
2687,wanion,"If you break a mirror, you could suffer a [wanion] for seven years.","If you break a mirror, you could suffer a(n) XXXXX for seven years.",NA,NA,NA
2688,wanion,The witch cursed him with [wanion] so he would always lose.,The witch cursed him with XXXXX so he would always lose.,NA,NA,NA
2689,wanion,"The gambler won the lottery, ending his history of [wanion].","The gambler won the lottery, ending his history of XXXXX.",NA,NA,NA
2690,wanion,Her streak of [wanion] meant that she never won anything.,Her streak of XXXXX meant that she never won anything.,NA,NA,NA
2691,wanion,People thought he had more [wanion] than the average person.,People thought he had more XXXXX than the average person.,1440,NA,NA
2692,wanion,"Her uncle always used [wanion] as an explanation, but we did not believe him.","Her uncle always used XXXXX as an explanation, but we did not believe him.",NA,NA,NA
2693,wanion,Mary asked whether [wanion] could explain what had happened to her.,Mary asked whether XXXXX could explain what had happened to her.,NA,NA,NA
2694,wanion,"Some people believe strongly in [wanion], and others do not.","Some people believe strongly in XXXXX, and others do not.",NA,NA,NA
2695,wanion,"He did not think he had ever experienced [wanion], though his friends did.","He did not think he had ever experienced XXXXX, though his friends did.",NA,NA,NA
2696,wanion,Clara believed the events were due to [wanion] and nothing else.,Clara believed the events were due to XXXXX and nothing else.,NA,NA,NA
2697,acerate,I thought it looked better when it was more [acerate].,I thought it looked better when it was more XXXXX.,NA,NA,NA
2698,acerate,Carla teased Brian by saying he had an [acerate] head.,Carla teased Brian by saying he had a(n) XXXXX head.,NA,NA,NA
2699,acerate,"Please be careful when you touch the sword, because it's very [acerate].","Please be careful when you touch the sword, because it's very XXXXX.",NA,NA,NA
2700,acerate,Jordan learned that pine needles were quite [acerate].,Jordan learned that pine needles were quite XXXXX.,NA,NA,NA
2701,acerate,I like writing with pencils that are [acerate].,I like writing with pencils that are XXXXX.,NA,NA,NA
2702,acerate,Porcupines have [acerate] quills that hurt if they stab you.,Porcupines have XXXXX quills that hurt if they stab you.,NA,NA,NA
2703,acerate,"It hurts when you run into a cactus, because the spikes are [acerate].","It hurts when you run into a cactus, because the spikes are XXXXX.",NA,NA,NA
